lncRNA	disease	label
LOC285758	DOID:3744	0
LOC285758	DOID:2841	0
LOC285758	DOID:0080208	0
LINC01101	DOID:8649	0
LINC01101	DOID:557	0
LINC01101	DOID:3355	0
LINC01101	DOID:9074	0
LINC01101	DOID:8398	0
LINC01101	DOID:11934	0
LINC01101	DOID:707	0
LINC01101	DOID:12449	0
LINC01101	DOID:4074	0
LINC01101	DOID:0050589	0
LINC01101	DOID:13641	0
LINC01101	DOID:0080001	0
LINC01101	DOID:5419	0
LINC01101	DOID:3962	0
LINC01101	DOID:1993	0
LINC01101	DOID:14250	0
LINC01101	DOID:14004	0
LINC01101	DOID:863	0
LINC01101	DOID:11983	0
LINC01101	DOID:11337	0
LINC01101	DOID:1612	0
LINC01101	DOID:7148	0
LINC01101	DOID:1996	0
LINC01101	DOID:635	0
LINC01101	DOID:2129	0
LINC01101	DOID:10591	0
LINC01101	DOID:289	0
LINC01101	DOID:3119	0
LINC01101	DOID:684	0
LINC01101	DOID:13378	0
LINC01101	DOID:1686	0
LINC01101	DOID:62	0
LINC01101	DOID:9538	0
LINC01101	DOID:114	0
LINC01101	DOID:9970	0
LINC01101	DOID:0060108	0
LINC01101	DOID:8466	0
LINC01101	DOID:4971	0
LINC01101	DOID:2378	0
LINC01101	DOID:769	0
LINC01101	DOID:1909	0
LINC01101	DOID:2870	0
LINC01101	DOID:1883	0
LINC01101	DOID:3369	0
LINC01101	DOID:2316	0
LINC01101	DOID:417	0
LINC01101	DOID:1749	0
LINC01101	DOID:9744	0
LINC01101	DOID:409	0
LINC01101	DOID:13922	0
LINC01101	DOID:8947	0
LINC01101	DOID:3973	0
LINC01101	DOID:0050902	0
LINC01101	DOID:4362	1
LINC01101	DOID:4085	0
LINC01101	DOID:5082	0
LINC01101	DOID:11612	0
LINC01101	DOID:10763	0
LINC01101	DOID:418	0
LINC01101	DOID:3371	0
LINC01101	DOID:0080522	0
LINC01101	DOID:4947	0
LINC01101	DOID:0060250	0
LINC01101	DOID:3070	0
LINC01101	DOID:5517	0
LINC01101	DOID:3247	0
LINC01101	DOID:13001	0
LINC01101	DOID:255	0
LINC01101	DOID:7575	0
LINC01101	DOID:8577	0
LINC01101	DOID:3328	0
LINC01101	DOID:3594	0
LINC01101	DOID:0080638	0
LINC01101	DOID:3717	0
LINC01101	DOID:6432	0
LINC01101	DOID:4450	0
LINC01101	DOID:5844	0
LINC01101	DOID:1936	0
LINC01101	DOID:1596	0
LINC01101	DOID:4195	0
LINC01101	DOID:1932	0
LINC01101	DOID:1240	0
LINC01101	DOID:3565	0
LINC01101	DOID:0002116	0
LINC01101	DOID:9719	0
LINC01101	DOID:1107	0
LINC01101	DOID:824	0
LINC01101	DOID:234	0
LINC01101	DOID:9408	0
LINC01101	DOID:11476	0
LINC01101	DOID:7693	0
LINC01101	DOID:2998	0
LINC01101	DOID:332	0
LINC01101	DOID:1380	0
LINC01101	DOID:3302	0
LINC01101	DOID:5041	0
LINC01101	DOID:1319	0
LINC01101	DOID:3347	0
LINC01101	DOID:4905	0
LINC01101	DOID:12894	0
LINC01101	DOID:6039	0
LINC01101	DOID:0060058	0
LINC01101	DOID:3907	0
LINC01101	DOID:3068	0
LINC01101	DOID:2101	0
LINC01101	DOID:10941	0
LINC01101	DOID:9255	0
LINC01101	DOID:11830	0
LINC01101	DOID:8692	0
LINC01101	DOID:9351	0
LINC01101	DOID:1793	0
LINC01101	DOID:5223	0
LINC01101	DOID:331	0
LINC01101	DOID:12205	0
LINC01101	DOID:768	0
LINC01101	DOID:8893	0
LINC01101	DOID:3571	0
LINC01101	DOID:0060060	0
LINC01101	DOID:4914	0
LINC01101	DOID:90	0
LINC01101	DOID:11054	0
LINC01101	DOID:305	0
LINC01101	DOID:3121	0
LINC01101	DOID:2671	0
LINC01101	DOID:8584	0
LINC01101	DOID:5520	0
LINC01101	DOID:6713	0
LINC01101	DOID:1289	0
LINC01101	DOID:263	0
LINC01101	DOID:8533	0
LINC01101	DOID:4866	0
LINC01101	DOID:9253	0
LINC01101	DOID:1324	0
LINC01101	DOID:5603	0
LINC01101	DOID:2994	0
LINC01101	DOID:8997	0
LINC01101	DOID:1781	0
LINC01101	DOID:585	0
LINC01101	DOID:3083	0
LINC01101	DOID:3908	0
LINC01101	DOID:10283	0
LINC01101	DOID:784	0
LINC01101	DOID:9256	0
LINC01101	DOID:1115	0
LINC01101	DOID:10534	0
LINC01101	DOID:12930	0
LINC01101	DOID:2394	0
LINC01101	DOID:1540	0
LINC01101	DOID:1785	0
LINC01101	DOID:687	0
LINC01101	DOID:9352	0
LINC01101	DOID:3744	0
LINC01101	DOID:2841	0
LINC01101	DOID:0080208	0
ZFHX4-AS1	DOID:8649	0
ZFHX4-AS1	DOID:557	0
ZFHX4-AS1	DOID:3355	0
ZFHX4-AS1	DOID:9074	0
ZFHX4-AS1	DOID:8398	0
ZFHX4-AS1	DOID:11934	0
ZFHX4-AS1	DOID:707	0
ZFHX4-AS1	DOID:12449	0
ZFHX4-AS1	DOID:4074	0
ZFHX4-AS1	DOID:0050589	0
ZFHX4-AS1	DOID:13641	0
ZFHX4-AS1	DOID:0080001	0
ZFHX4-AS1	DOID:5419	0
ZFHX4-AS1	DOID:3962	0
ZFHX4-AS1	DOID:1993	0
ZFHX4-AS1	DOID:14250	0
ZFHX4-AS1	DOID:14004	0
ZFHX4-AS1	DOID:863	0
ZFHX4-AS1	DOID:11983	0
ZFHX4-AS1	DOID:11337	0
ZFHX4-AS1	DOID:1612	1
ZFHX4-AS1	DOID:7148	0
ZFHX4-AS1	DOID:1996	0
ZFHX4-AS1	DOID:635	0
ZFHX4-AS1	DOID:2129	0
ZFHX4-AS1	DOID:10591	0
ZFHX4-AS1	DOID:289	0
ZFHX4-AS1	DOID:3119	0
ZFHX4-AS1	DOID:684	0
ZFHX4-AS1	DOID:13378	0
ZFHX4-AS1	DOID:1686	0
ZFHX4-AS1	DOID:62	0
ZFHX4-AS1	DOID:9538	0
ZFHX4-AS1	DOID:114	0
ZFHX4-AS1	DOID:9970	0
ZFHX4-AS1	DOID:0060108	0
ZFHX4-AS1	DOID:8466	0
ZFHX4-AS1	DOID:4971	0
ZFHX4-AS1	DOID:2378	0
ZFHX4-AS1	DOID:769	0
ZFHX4-AS1	DOID:1909	0
ZFHX4-AS1	DOID:2870	0
ZFHX4-AS1	DOID:1883	0
ZFHX4-AS1	DOID:3369	0
ZFHX4-AS1	DOID:2316	0
ZFHX4-AS1	DOID:417	0
ZFHX4-AS1	DOID:1749	0
ZFHX4-AS1	DOID:9744	0
ZFHX4-AS1	DOID:409	0
ZFHX4-AS1	DOID:13922	0
ZFHX4-AS1	DOID:8947	0
ZFHX4-AS1	DOID:3973	0
ZFHX4-AS1	DOID:0050902	0
ZFHX4-AS1	DOID:4362	0
ZFHX4-AS1	DOID:4085	0
ZFHX4-AS1	DOID:5082	0
ZFHX4-AS1	DOID:11612	0
ZFHX4-AS1	DOID:10763	0
ZFHX4-AS1	DOID:418	0
ZFHX4-AS1	DOID:3371	0
ZFHX4-AS1	DOID:0080522	0
ZFHX4-AS1	DOID:4947	0
ZFHX4-AS1	DOID:0060250	0
ZFHX4-AS1	DOID:3070	0
ZFHX4-AS1	DOID:5517	0
ZFHX4-AS1	DOID:3247	0
ZFHX4-AS1	DOID:13001	0
ZFHX4-AS1	DOID:255	0
ZFHX4-AS1	DOID:7575	0
ZFHX4-AS1	DOID:8577	0
ZFHX4-AS1	DOID:3328	0
ZFHX4-AS1	DOID:3594	0
ZFHX4-AS1	DOID:0080638	0
ZFHX4-AS1	DOID:3717	0
ZFHX4-AS1	DOID:6432	0
ZFHX4-AS1	DOID:4450	0
ZFHX4-AS1	DOID:5844	0
ZFHX4-AS1	DOID:1936	0
ZFHX4-AS1	DOID:1596	0
ZFHX4-AS1	DOID:4195	0
ZFHX4-AS1	DOID:1932	0
ZFHX4-AS1	DOID:1240	0
ZFHX4-AS1	DOID:3565	0
ZFHX4-AS1	DOID:0002116	0
ZFHX4-AS1	DOID:9719	0
ZFHX4-AS1	DOID:1107	0
ZFHX4-AS1	DOID:824	0
ZFHX4-AS1	DOID:234	0
ZFHX4-AS1	DOID:9408	0
ZFHX4-AS1	DOID:11476	0
ZFHX4-AS1	DOID:7693	0
ZFHX4-AS1	DOID:2998	0
ZFHX4-AS1	DOID:332	0
ZFHX4-AS1	DOID:1380	0
ZFHX4-AS1	DOID:3302	0
ZFHX4-AS1	DOID:5041	0
ZFHX4-AS1	DOID:1319	0
ZFHX4-AS1	DOID:3347	0
ZFHX4-AS1	DOID:4905	0
ZFHX4-AS1	DOID:12894	0
ZFHX4-AS1	DOID:6039	0
ZFHX4-AS1	DOID:0060058	0
ZFHX4-AS1	DOID:3907	0
ZFHX4-AS1	DOID:3068	0
ZFHX4-AS1	DOID:2101	0
ZFHX4-AS1	DOID:10941	0
ZFHX4-AS1	DOID:9255	0
ZFHX4-AS1	DOID:11830	0
ZFHX4-AS1	DOID:8692	0
ZFHX4-AS1	DOID:9351	0
ZFHX4-AS1	DOID:1793	0
ZFHX4-AS1	DOID:5223	0
ZFHX4-AS1	DOID:331	0
ZFHX4-AS1	DOID:12205	0
ZFHX4-AS1	DOID:768	0
ZFHX4-AS1	DOID:8893	0
ZFHX4-AS1	DOID:3571	0
ZFHX4-AS1	DOID:0060060	0
ZFHX4-AS1	DOID:4914	0
ZFHX4-AS1	DOID:90	0
ZFHX4-AS1	DOID:11054	0
ZFHX4-AS1	DOID:305	0
ZFHX4-AS1	DOID:3121	0
ZFHX4-AS1	DOID:2671	0
ZFHX4-AS1	DOID:8584	0
ZFHX4-AS1	DOID:5520	0
ZFHX4-AS1	DOID:6713	0
ZFHX4-AS1	DOID:1289	0
ZFHX4-AS1	DOID:263	0
ZFHX4-AS1	DOID:8533	0
ZFHX4-AS1	DOID:4866	0
ZFHX4-AS1	DOID:9253	0
ZFHX4-AS1	DOID:1324	0
ZFHX4-AS1	DOID:5603	0
ZFHX4-AS1	DOID:2994	0
ZFHX4-AS1	DOID:8997	0
ZFHX4-AS1	DOID:1781	0
ZFHX4-AS1	DOID:585	0
ZFHX4-AS1	DOID:3083	0
ZFHX4-AS1	DOID:3908	0
ZFHX4-AS1	DOID:10283	0
ZFHX4-AS1	DOID:784	0
ZFHX4-AS1	DOID:9256	0
ZFHX4-AS1	DOID:1115	0
ZFHX4-AS1	DOID:10534	0
ZFHX4-AS1	DOID:12930	0
ZFHX4-AS1	DOID:2394	0
ZFHX4-AS1	DOID:1540	0
ZFHX4-AS1	DOID:1785	0
ZFHX4-AS1	DOID:687	0
ZFHX4-AS1	DOID:9352	0
ZFHX4-AS1	DOID:3744	0
ZFHX4-AS1	DOID:2841	0
ZFHX4-AS1	DOID:0080208	0
CAT104	DOID:8649	0
CAT104	DOID:557	0
CAT104	DOID:3355	0
CAT104	DOID:9074	0
CAT104	DOID:8398	0
CAT104	DOID:11934	0
CAT104	DOID:707	0
CAT104	DOID:12449	0
CAT104	DOID:4074	0
CAT104	DOID:0050589	0
CAT104	DOID:13641	0
CAT104	DOID:0080001	0
CAT104	DOID:5419	0
CAT104	DOID:3962	0
CAT104	DOID:1993	0
CAT104	DOID:14250	0
CAT104	DOID:14004	0
CAT104	DOID:863	0
CAT104	DOID:11983	0
CAT104	DOID:11337	0
CAT104	DOID:1612	1
CAT104	DOID:7148	0
CAT104	DOID:1996	0
CAT104	DOID:635	0
CAT104	DOID:2129	0
CAT104	DOID:10591	0
CAT104	DOID:289	0
CAT104	DOID:3119	0
CAT104	DOID:684	0
CAT104	DOID:13378	0
CAT104	DOID:1686	0
CAT104	DOID:62	0
CAT104	DOID:9538	0
CAT104	DOID:114	0
CAT104	DOID:9970	0
CAT104	DOID:0060108	0
CAT104	DOID:8466	0
CAT104	DOID:4971	0
CAT104	DOID:2378	0
CAT104	DOID:769	0
CAT104	DOID:1909	0
CAT104	DOID:2870	0
CAT104	DOID:1883	0
CAT104	DOID:3369	0
CAT104	DOID:2316	0
CAT104	DOID:417	0
CAT104	DOID:1749	0
CAT104	DOID:9744	0
CAT104	DOID:409	0
CAT104	DOID:13922	0
CAT104	DOID:8947	0
CAT104	DOID:3973	0
CAT104	DOID:0050902	0
CAT104	DOID:4362	0
CAT104	DOID:4085	0
CAT104	DOID:5082	0
CAT104	DOID:11612	0
CAT104	DOID:10763	0
CAT104	DOID:418	0
CAT104	DOID:3371	0
CAT104	DOID:0080522	0
CAT104	DOID:4947	0
CAT104	DOID:0060250	0
CAT104	DOID:3070	0
CAT104	DOID:5517	1
CAT104	DOID:3247	0
CAT104	DOID:13001	0
CAT104	DOID:255	0
CAT104	DOID:7575	0
CAT104	DOID:8577	0
CAT104	DOID:3328	0
CAT104	DOID:3594	0
CAT104	DOID:0080638	0
CAT104	DOID:3717	0
CAT104	DOID:6432	0
CAT104	DOID:4450	0
CAT104	DOID:5844	0
CAT104	DOID:1936	0
CAT104	DOID:1596	0
CAT104	DOID:4195	0
CAT104	DOID:1932	0
CAT104	DOID:1240	0
CAT104	DOID:3565	0
CAT104	DOID:0002116	0
CAT104	DOID:9719	0
CAT104	DOID:1107	0
CAT104	DOID:824	0
CAT104	DOID:234	0
CAT104	DOID:9408	0
CAT104	DOID:11476	0
CAT104	DOID:7693	0
CAT104	DOID:2998	0
CAT104	DOID:332	0
CAT104	DOID:1380	0
CAT104	DOID:3302	0
CAT104	DOID:5041	0
CAT104	DOID:1319	0
CAT104	DOID:3347	1
CAT104	DOID:4905	0
CAT104	DOID:12894	0
CAT104	DOID:6039	0
CAT104	DOID:0060058	0
CAT104	DOID:3907	0
CAT104	DOID:3068	0
CAT104	DOID:2101	0
CAT104	DOID:10941	0
CAT104	DOID:9255	0
CAT104	DOID:11830	0
CAT104	DOID:8692	0
CAT104	DOID:9351	0
CAT104	DOID:1793	0
CAT104	DOID:5223	0
CAT104	DOID:331	0
CAT104	DOID:12205	0
CAT104	DOID:768	0
CAT104	DOID:8893	0
CAT104	DOID:3571	0
CAT104	DOID:0060060	0
CAT104	DOID:4914	0
CAT104	DOID:90	0
CAT104	DOID:11054	0
CAT104	DOID:305	0
CAT104	DOID:3121	0
CAT104	DOID:2671	0
CAT104	DOID:8584	0
CAT104	DOID:5520	0
CAT104	DOID:6713	0
CAT104	DOID:1289	0
CAT104	DOID:263	0
CAT104	DOID:8533	0
CAT104	DOID:4866	0
CAT104	DOID:9253	0
CAT104	DOID:1324	0
CAT104	DOID:5603	0
CAT104	DOID:2994	0
CAT104	DOID:8997	0
CAT104	DOID:1781	0
CAT104	DOID:585	0
CAT104	DOID:3083	0
CAT104	DOID:3908	0
CAT104	DOID:10283	0
CAT104	DOID:784	0
CAT104	DOID:9256	0
CAT104	DOID:1115	0
CAT104	DOID:10534	1
CAT104	DOID:12930	0
CAT104	DOID:2394	0
CAT104	DOID:1540	0
CAT104	DOID:1785	0
CAT104	DOID:687	0
CAT104	DOID:9352	0
CAT104	DOID:3744	0
CAT104	DOID:2841	0
CAT104	DOID:0080208	0
XLOC_008466	DOID:8649	0
XLOC_008466	DOID:557	0
XLOC_008466	DOID:3355	0
XLOC_008466	DOID:9074	0
XLOC_008466	DOID:8398	0
XLOC_008466	DOID:11934	0
XLOC_008466	DOID:707	0
XLOC_008466	DOID:12449	0
XLOC_008466	DOID:4074	0
XLOC_008466	DOID:0050589	0
XLOC_008466	DOID:13641	0
XLOC_008466	DOID:0080001	0
XLOC_008466	DOID:5419	0
XLOC_008466	DOID:3962	0
XLOC_008466	DOID:1993	0
XLOC_008466	DOID:14250	0
XLOC_008466	DOID:14004	0
XLOC_008466	DOID:863	0
XLOC_008466	DOID:11983	0
XLOC_008466	DOID:11337	0
XLOC_008466	DOID:1612	0
XLOC_008466	DOID:7148	0
XLOC_008466	DOID:1996	0
XLOC_008466	DOID:635	0
XLOC_008466	DOID:2129	0
XLOC_008466	DOID:10591	0
XLOC_008466	DOID:289	0
XLOC_008466	DOID:3119	0
XLOC_008466	DOID:684	0
XLOC_008466	DOID:13378	0
XLOC_008466	DOID:1686	0
XLOC_008466	DOID:62	0
XLOC_008466	DOID:9538	0
XLOC_008466	DOID:114	0
XLOC_008466	DOID:9970	0
XLOC_008466	DOID:0060108	0
XLOC_008466	DOID:8466	0
XLOC_008466	DOID:4971	0
XLOC_008466	DOID:2378	0
XLOC_008466	DOID:769	0
XLOC_008466	DOID:1909	0
XLOC_008466	DOID:2870	0
XLOC_008466	DOID:1883	0
XLOC_008466	DOID:3369	0
XLOC_008466	DOID:2316	0
XLOC_008466	DOID:417	0
XLOC_008466	DOID:1749	0
XLOC_008466	DOID:9744	0
XLOC_008466	DOID:409	0
XLOC_008466	DOID:13922	0
XLOC_008466	DOID:8947	0
XLOC_008466	DOID:3973	0
XLOC_008466	DOID:0050902	0
XLOC_008466	DOID:4362	1
XLOC_008466	DOID:4085	0
XLOC_008466	DOID:5082	0
XLOC_008466	DOID:11612	0
XLOC_008466	DOID:10763	0
XLOC_008466	DOID:418	0
XLOC_008466	DOID:3371	0
XLOC_008466	DOID:0080522	0
XLOC_008466	DOID:4947	0
XLOC_008466	DOID:0060250	0
XLOC_008466	DOID:3070	0
XLOC_008466	DOID:5517	0
XLOC_008466	DOID:3247	0
XLOC_008466	DOID:13001	0
XLOC_008466	DOID:255	0
XLOC_008466	DOID:7575	0
XLOC_008466	DOID:8577	0
XLOC_008466	DOID:3328	0
XLOC_008466	DOID:3594	0
XLOC_008466	DOID:0080638	0
XLOC_008466	DOID:3717	0
XLOC_008466	DOID:6432	0
XLOC_008466	DOID:4450	0
XLOC_008466	DOID:5844	0
XLOC_008466	DOID:1936	0
XLOC_008466	DOID:1596	0
XLOC_008466	DOID:4195	0
XLOC_008466	DOID:1932	0
XLOC_008466	DOID:1240	0
XLOC_008466	DOID:3565	0
XLOC_008466	DOID:0002116	0
XLOC_008466	DOID:9719	0
XLOC_008466	DOID:1107	0
XLOC_008466	DOID:824	0
XLOC_008466	DOID:234	0
XLOC_008466	DOID:9408	0
XLOC_008466	DOID:11476	0
XLOC_008466	DOID:7693	0
XLOC_008466	DOID:2998	0
XLOC_008466	DOID:332	0
XLOC_008466	DOID:1380	0
XLOC_008466	DOID:3302	0
XLOC_008466	DOID:5041	0
XLOC_008466	DOID:1319	0
XLOC_008466	DOID:3347	0
XLOC_008466	DOID:4905	0
XLOC_008466	DOID:12894	0
XLOC_008466	DOID:6039	0
XLOC_008466	DOID:0060058	0
XLOC_008466	DOID:3907	0
XLOC_008466	DOID:3068	0
XLOC_008466	DOID:2101	0
XLOC_008466	DOID:10941	0
XLOC_008466	DOID:9255	0
XLOC_008466	DOID:11830	0
XLOC_008466	DOID:8692	0
XLOC_008466	DOID:9351	0
XLOC_008466	DOID:1793	0
XLOC_008466	DOID:5223	0
XLOC_008466	DOID:331	0
XLOC_008466	DOID:12205	0
XLOC_008466	DOID:768	0
XLOC_008466	DOID:8893	0
XLOC_008466	DOID:3571	0
XLOC_008466	DOID:0060060	0
XLOC_008466	DOID:4914	0
XLOC_008466	DOID:90	0
XLOC_008466	DOID:11054	0
XLOC_008466	DOID:305	0
XLOC_008466	DOID:3121	0
XLOC_008466	DOID:2671	0
XLOC_008466	DOID:8584	0
XLOC_008466	DOID:5520	0
XLOC_008466	DOID:6713	0
XLOC_008466	DOID:1289	0
XLOC_008466	DOID:263	0
XLOC_008466	DOID:8533	0
XLOC_008466	DOID:4866	0
XLOC_008466	DOID:9253	0
XLOC_008466	DOID:1324	0
XLOC_008466	DOID:5603	0
XLOC_008466	DOID:2994	0
XLOC_008466	DOID:8997	0
XLOC_008466	DOID:1781	0
XLOC_008466	DOID:585	0
XLOC_008466	DOID:3083	0
XLOC_008466	DOID:3908	1
XLOC_008466	DOID:10283	0
XLOC_008466	DOID:784	0
XLOC_008466	DOID:9256	0
XLOC_008466	DOID:1115	0
XLOC_008466	DOID:10534	0
XLOC_008466	DOID:12930	0
XLOC_008466	DOID:2394	0
XLOC_008466	DOID:1540	0
XLOC_008466	DOID:1785	0
XLOC_008466	DOID:687	0
XLOC_008466	DOID:9352	0
XLOC_008466	DOID:3744	0
XLOC_008466	DOID:2841	0
XLOC_008466	DOID:0080208	0
SOX2	DOID:8649	0
SOX2	DOID:557	0
SOX2	DOID:3355	0
SOX2	DOID:9074	0
SOX2	DOID:8398	0
SOX2	DOID:11934	0
SOX2	DOID:707	0
SOX2	DOID:12449	0
SOX2	DOID:4074	0
SOX2	DOID:0050589	0
SOX2	DOID:13641	0
SOX2	DOID:0080001	0
SOX2	DOID:5419	0
SOX2	DOID:3962	0
SOX2	DOID:1993	0
SOX2	DOID:14250	0
SOX2	DOID:14004	0
SOX2	DOID:863	0
SOX2	DOID:11983	0
SOX2	DOID:11337	0
SOX2	DOID:1612	1
SOX2	DOID:7148	0
SOX2	DOID:1996	0
SOX2	DOID:635	0
SOX2	DOID:2129	0
SOX2	DOID:10591	0
SOX2	DOID:289	0
SOX2	DOID:3119	0
SOX2	DOID:684	0
SOX2	DOID:13378	0
SOX2	DOID:1686	0
SOX2	DOID:62	0
SOX2	DOID:9538	0
SOX2	DOID:114	0
SOX2	DOID:9970	0
SOX2	DOID:0060108	0
SOX2	DOID:8466	0
SOX2	DOID:4971	0
SOX2	DOID:2378	0
SOX2	DOID:769	0
SOX2	DOID:1909	0
SOX2	DOID:2870	0
SOX2	DOID:1883	0
SOX2	DOID:3369	1
SOX2	DOID:2316	0
SOX2	DOID:417	0
SOX2	DOID:1749	0
SOX2	DOID:9744	0
SOX2	DOID:409	0
SOX2	DOID:13922	0
SOX2	DOID:8947	0
SOX2	DOID:3973	0
SOX2	DOID:0050902	0
SOX2	DOID:4362	0
SOX2	DOID:4085	0
SOX2	DOID:5082	0
SOX2	DOID:11612	0
SOX2	DOID:10763	0
SOX2	DOID:418	0
SOX2	DOID:3371	0
SOX2	DOID:0080522	0
SOX2	DOID:4947	0
SOX2	DOID:0060250	0
SOX2	DOID:3070	0
SOX2	DOID:5517	0
SOX2	DOID:3247	0
SOX2	DOID:13001	0
SOX2	DOID:255	0
SOX2	DOID:7575	0
SOX2	DOID:8577	0
SOX2	DOID:3328	0
SOX2	DOID:3594	0
SOX2	DOID:0080638	0
SOX2	DOID:3717	0
SOX2	DOID:6432	0
SOX2	DOID:4450	0
SOX2	DOID:5844	0
SOX2	DOID:1936	0
SOX2	DOID:1596	0
SOX2	DOID:4195	0
SOX2	DOID:1932	0
SOX2	DOID:1240	0
SOX2	DOID:3565	0
SOX2	DOID:0002116	0
SOX2	DOID:9719	0
SOX2	DOID:1107	0
SOX2	DOID:824	0
SOX2	DOID:234	0
SOX2	DOID:9408	0
SOX2	DOID:11476	0
SOX2	DOID:7693	0
SOX2	DOID:2998	0
SOX2	DOID:332	0
SOX2	DOID:1380	0
SOX2	DOID:3302	0
SOX2	DOID:5041	0
SOX2	DOID:1319	0
SOX2	DOID:3347	0
SOX2	DOID:4905	0
SOX2	DOID:12894	0
SOX2	DOID:6039	0
SOX2	DOID:0060058	0
SOX2	DOID:3907	0
SOX2	DOID:3068	0
SOX2	DOID:2101	0
SOX2	DOID:10941	0
SOX2	DOID:9255	0
SOX2	DOID:11830	0
SOX2	DOID:8692	0
SOX2	DOID:9351	0
SOX2	DOID:1793	0
SOX2	DOID:5223	0
SOX2	DOID:331	0
SOX2	DOID:12205	0
SOX2	DOID:768	0
SOX2	DOID:8893	0
SOX2	DOID:3571	0
SOX2	DOID:0060060	0
SOX2	DOID:4914	0
SOX2	DOID:90	0
SOX2	DOID:11054	0
SOX2	DOID:305	0
SOX2	DOID:3121	0
SOX2	DOID:2671	0
SOX2	DOID:8584	0
SOX2	DOID:5520	0
SOX2	DOID:6713	0
SOX2	DOID:1289	0
SOX2	DOID:263	0
SOX2	DOID:8533	0
SOX2	DOID:4866	0
SOX2	DOID:9253	0
SOX2	DOID:1324	0
SOX2	DOID:5603	0
SOX2	DOID:2994	0
SOX2	DOID:8997	0
SOX2	DOID:1781	0
SOX2	DOID:585	0
SOX2	DOID:3083	0
SOX2	DOID:3908	0
SOX2	DOID:10283	0
SOX2	DOID:784	0
SOX2	DOID:9256	0
SOX2	DOID:1115	0
SOX2	DOID:10534	0
SOX2	DOID:12930	0
SOX2	DOID:2394	0
SOX2	DOID:1540	0
SOX2	DOID:1785	0
SOX2	DOID:687	0
SOX2	DOID:9352	0
SOX2	DOID:3744	0
SOX2	DOID:2841	0
SOX2	DOID:0080208	0
CBR3-AS1	DOID:8649	0
CBR3-AS1	DOID:557	0
CBR3-AS1	DOID:3355	0
CBR3-AS1	DOID:9074	0
CBR3-AS1	DOID:8398	0
CBR3-AS1	DOID:11934	0
CBR3-AS1	DOID:707	0
CBR3-AS1	DOID:12449	0
CBR3-AS1	DOID:4074	0
CBR3-AS1	DOID:0050589	1
CBR3-AS1	DOID:13641	0
CBR3-AS1	DOID:0080001	0
CBR3-AS1	DOID:5419	0
CBR3-AS1	DOID:3962	0
CBR3-AS1	DOID:1993	0
CBR3-AS1	DOID:14250	0
CBR3-AS1	DOID:14004	0
CBR3-AS1	DOID:863	0
CBR3-AS1	DOID:11983	0
CBR3-AS1	DOID:11337	0
CBR3-AS1	DOID:1612	0
CBR3-AS1	DOID:7148	0
CBR3-AS1	DOID:1996	0
CBR3-AS1	DOID:635	0
CBR3-AS1	DOID:2129	0
CBR3-AS1	DOID:10591	0
CBR3-AS1	DOID:289	0
CBR3-AS1	DOID:3119	0
CBR3-AS1	DOID:684	1
CBR3-AS1	DOID:13378	0
CBR3-AS1	DOID:1686	0
CBR3-AS1	DOID:62	0
CBR3-AS1	DOID:9538	0
CBR3-AS1	DOID:114	0
CBR3-AS1	DOID:9970	0
CBR3-AS1	DOID:0060108	0
CBR3-AS1	DOID:8466	0
CBR3-AS1	DOID:4971	0
CBR3-AS1	DOID:2378	0
CBR3-AS1	DOID:769	0
CBR3-AS1	DOID:1909	0
CBR3-AS1	DOID:2870	0
CBR3-AS1	DOID:1883	0
CBR3-AS1	DOID:3369	0
CBR3-AS1	DOID:2316	0
CBR3-AS1	DOID:417	0
CBR3-AS1	DOID:1749	1
CBR3-AS1	DOID:9744	0
CBR3-AS1	DOID:409	0
CBR3-AS1	DOID:13922	0
CBR3-AS1	DOID:8947	0
CBR3-AS1	DOID:3973	0
CBR3-AS1	DOID:0050902	0
CBR3-AS1	DOID:4362	0
CBR3-AS1	DOID:4085	0
CBR3-AS1	DOID:5082	0
CBR3-AS1	DOID:11612	0
CBR3-AS1	DOID:10763	0
CBR3-AS1	DOID:418	0
CBR3-AS1	DOID:3371	0
CBR3-AS1	DOID:0080522	0
CBR3-AS1	DOID:4947	0
CBR3-AS1	DOID:0060250	0
CBR3-AS1	DOID:3070	1
CBR3-AS1	DOID:5517	0
CBR3-AS1	DOID:3247	0
CBR3-AS1	DOID:13001	0
CBR3-AS1	DOID:255	0
CBR3-AS1	DOID:7575	0
CBR3-AS1	DOID:8577	0
CBR3-AS1	DOID:3328	0
CBR3-AS1	DOID:3594	0
CBR3-AS1	DOID:0080638	0
CBR3-AS1	DOID:3717	0
CBR3-AS1	DOID:6432	0
CBR3-AS1	DOID:4450	0
CBR3-AS1	DOID:5844	0
CBR3-AS1	DOID:1936	0
CBR3-AS1	DOID:1596	0
CBR3-AS1	DOID:4195	0
CBR3-AS1	DOID:1932	0
CBR3-AS1	DOID:1240	0
CBR3-AS1	DOID:3565	0
CBR3-AS1	DOID:0002116	0
CBR3-AS1	DOID:9719	0
CBR3-AS1	DOID:1107	0
CBR3-AS1	DOID:824	0
CBR3-AS1	DOID:234	0
CBR3-AS1	DOID:9408	0
CBR3-AS1	DOID:11476	0
CBR3-AS1	DOID:7693	0
CBR3-AS1	DOID:2998	0
CBR3-AS1	DOID:332	0
CBR3-AS1	DOID:1380	0
